"","sampNum","Plot","Sample..","Year","Genotype","Replicate","Derivation","Barcode","Date","RNAlater","Time","Temp..in.C","Additional.Notes.","info.about.qPCR.at.ARQ"
"970",970,"159","934","2016","Mo354","B","2015_159self","159_B_934","6/21/16","No","1:00-1:30PM","29-31 C","",""
"971",971,"159","935","2016","Mo354","C","2015_159self","159_C_935","6/21/16","No","1:00-1:30PM","29-31 C","",""
"972",972,"159","936","2016","Mo354","D","2015_159self","159_D_936","6/21/16","No","1:00-1:30PM","29-31 C","",""
"973",973,"162","937","2016","Mo355","A","2015_162self","162_A_937","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"974",974,"162","938","2016","Mo355","B","2015_162self","162_B_938","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"975",975,"162","939","2016","Mo355","C","2015_162self","162_C_939","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"976",976,"162","940","2016","Mo355","D","2015_162self","162_D_940","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"977",977,"162","941","2016","Mo355","A","2015_162self","162_A_941","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"978",978,"162","942","2016","Mo355","B","2015_162self","162_B_942","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"979",979,"162","943","2016","Mo355","C","2015_162self","162_C_943","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"980",980,"162","944","2016","Mo355","D","2015_162self","162_D_944","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"981",981,"162","945","2016","Mo355","A","2015_162self","162_A_945","6/21/16","No","1:00-1:30PM","29-31 C","",""
"982",982,"162","946","2016","Mo355","B","2015_162self","162_B_946","6/21/16","No","1:00-1:30PM","29-31 C","",""
"983",983,"162","947","2016","Mo355","C","2015_162self","162_C_947","6/21/16","No","1:00-1:30PM","29-31 C","",""
"984",984,"162","948","2016","Mo355","D","2015_162self","162_D_948","6/21/16","No","1:00-1:30PM","29-31 C","",""
"985",985,"163","949","2016","Mo357","A","2015_163self","163_A_949","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"986",986,"163","950","2016","Mo357","B","2015_163self","163_B_950","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"987",987,"163","951","2016","Mo357","C","2015_163self","163_C_951","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"988",988,"163","952","2016","Mo357","D","2015_163self","163_D_952","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"989",989,"163","953","2016","Mo357","A","2015_163self","163_A_953","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate1",""
"990",990,"163","954","2016","Mo357","B","2015_163self","163_B_954","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate1",""
"991",991,"163","955","2016","Mo357","C","2015_163self","163_C_955","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate1",""
"992",992,"163","956","2016","Mo357","D","2015_163self","163_D_956","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate1",""
"993",993,"163","957","2016","Mo357","A","2015_163self","163_A_957","6/21/16","No","1:00-1:30PM","29-31 C","",""
"994",994,"163","958","2016","Mo357","B","2015_163self","163_B_958","6/21/16","No","1:00-1:30PM","29-31 C","",""
"995",995,"163","959","2016","Mo357","C","2015_163self","163_C_959","6/21/16","No","1:00-1:30PM","29-31 C","",""
"996",996,"163","960","2016","Mo357","D","2015_163self","163_D_960","6/21/16","No","1:00-1:30PM","29-31 C","",""
"997",997,"166","961","2016","Mo360","A","2015_166self","166_A_961","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"998",998,"166","962","2016","Mo360","B","2015_166self","166_B_962","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"999",999,"166","963","2016","Mo360","C","2015_166self","166_C_963","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1000",1000,"166","964","2016","Mo360","D","2015_166self","166_D_964","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1001",1001,"166","965","2016","Mo360","A","2015_166self","166_A_965","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1002",1002,"166","966","2016","Mo360","B","2015_166self","166_B_966","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1003",1003,"166","967","2016","Mo360","C","2015_166self","166_C_967","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1004",1004,"166","968","2016","Mo360","D","2015_166self","166_D_968","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1005",1005,"166","969","2016","Mo360","A","2015_166self","166_A_969","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1006",1006,"166","970","2016","Mo360","B","2015_166self","166_B_970","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1007",1007,"166","971","2016","Mo360","C","2015_166self","166_C_971","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1008",1008,"166","972","2016","Mo360","D","2015_166self","166_D_972","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1009",1009,"167","973","2016","Mo364","A","2015_167self","167_A_973","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1010",1010,"167","974","2016","Mo364","B","2015_167self","167_B_974","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1011",1011,"167","975","2016","Mo364","C","2015_167self","167_C_975","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1012",1012,"167","976","2016","Mo364","D","2015_167self","167_D_976","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1013",1013,"167","977","2016","Mo364","A","2015_167self","167_A_977","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1014",1014,"167","978","2016","Mo364","B","2015_167self","167_B_978","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1015",1015,"167","979","2016","Mo364","C","2015_167self","167_C_979","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1016",1016,"167","980","2016","Mo364","D","2015_167self","167_D_980","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1017",1017,"167","981","2016","Mo364","A","2015_167self","167_A_981","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1018",1018,"167","982","2016","Mo364","B","2015_167self","167_B_982","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1019",1019,"167","983","2016","Mo364","C","2015_167self","167_C_983","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1020",1020,"167","984","2016","Mo364","D","2015_167self","167_D_984","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1021",1021,"170","985","2016","Mo365","A","2015_170self","170_A_985","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1022",1022,"170","986","2016","Mo365","B","2015_170self","170_B_986","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1023",1023,"170","987","2016","Mo365","C","2015_170self","170_C_987","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1024",1024,"170","988","2016","Mo365","D","2015_170self","170_D_988","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1025",1025,"170","989","2016","Mo365","A","2015_170self","170_A_989","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1026",1026,"170","990","2016","Mo365","B","2015_170self","170_B_990","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1027",1027,"170","991","2016","Mo365","C","2015_170self","170_C_991","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1028",1028,"170","992","2016","Mo365","D","2015_170self","170_D_992","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1029",1029,"170","993","2016","Mo365","A","2015_170self","170_A_993","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1030",1030,"170","994","2016","Mo365","B","2015_170self","170_B_994","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1031",1031,"170","995","2016","Mo365","C","2015_170self","170_C_995","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1032",1032,"170","996","2016","Mo365","D","2015_170self","170_D_996","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1033",1033,"171","997","2016","Mo368","A","2015_171self","171_A_997","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1034",1034,"171","998","2016","Mo368","B","2015_171self","171_B_998","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1035",1035,"171","999","2016","Mo368","C","2015_171self","171_C_999","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1036",1036,"171","1000","2016","Mo368","D","2015_171self","171_D_1000","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1037",1037,"171","1001","2016","Mo368","A","2015_171self","171_A_1001","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1038",1038,"171","1002","2016","Mo368","B","2015_171self","171_B_1002","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1039",1039,"171","1003","2016","Mo368","C","2015_171self","171_C_1003","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1040",1040,"171","1004","2016","Mo368","D","2015_171self","171_D_1004","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1041",1041,"171","1005","2016","Mo368","A","2015_171self","171_A_1005","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1042",1042,"171","1006","2016","Mo368","B","2015_171self","171_B_1006","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1043",1043,"171","1007","2016","Mo368","C","2015_171self","171_C_1007","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1044",1044,"171","1008","2016","Mo368","D","2015_171self","171_D_1008","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1045",1045,"174","1009","2016","Mo369","A","2014_86","174_A_1009","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1046",1046,"174","1010","2016","Mo369","B","2014_86","174_B_1010","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1047",1047,"174","1011","2016","Mo369","C","2014_86","174_C_1011","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1048",1048,"174","1012","2016","Mo369","D","2014_86","174_D_1012","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1049",1049,"174","1013","2016","Mo369","A","2014_86","174_A_1013","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1050",1050,"174","1014","2016","Mo369","B","2014_86","174_B_1014","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1051",1051,"174","1015","2016","Mo369","C","2014_86","174_C_1015","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1052",1052,"174","1016","2016","Mo369","D","2014_86","174_D_1016","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1053",1053,"174","1017","2016","Mo369","A","2014_86","174_A_1017","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1054",1054,"174","1018","2016","Mo369","B","2014_86","174_B_1018","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1055",1055,"174","1019","2016","Mo369","C","2014_86","174_C_1019","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1056",1056,"174","1020","2016","Mo369","D","2014_86","174_D_1020","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1057",1057,"175","1021","2016","Mo378","A","2015_175self","175_A_1021","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1058",1058,"175","1022","2016","Mo378","B","2015_175self","175_B_1022","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1059",1059,"175","1023","2016","Mo378","C","2015_175self","175_C_1023","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1060",1060,"175","1024","2016","Mo378","D","2015_175self","175_D_1024","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1061",1061,"175","1025","2016","Mo378","A","2015_175self","175_A_1025","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1062",1062,"175","1026","2016","Mo378","B","2015_175self","175_B_1026","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1063",1063,"175","1027","2016","Mo378","C","2015_175self","175_C_1027","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1064",1064,"175","1028","2016","Mo378","D","2015_175self","175_D_1028","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1065",1065,"175","1029","2016","Mo378","A","2015_175self","175_A_1029","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1066",1066,"175","1030","2016","Mo378","B","2015_175self","175_B_1030","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1067",1067,"175","1031","2016","Mo378","C","2015_175self","175_C_1031","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1068",1068,"175","1032","2016","Mo378","D","2015_175self","175_D_1032","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1069",1069,"178","1033","2016","Mo379","A","2015_178self","178_A_1033","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1070",1070,"178","1034","2016","Mo379","B","2015_178self","178_B_1034","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1071",1071,"178","1035","2016","Mo379","C","2015_178self","178_C_1035","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1072",1072,"178","1036","2016","Mo379","D","2015_178self","178_D_1036","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1073",1073,"178","1037","2016","Mo379","A","2015_178self","178_A_1037","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1074",1074,"178","1038","2016","Mo379","B","2015_178self","178_B_1038","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1075",1075,"178","1039","2016","Mo379","C","2015_178self","178_C_1039","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1076",1076,"178","1040","2016","Mo379","D","2015_178self","178_D_1040","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1077",1077,"178","1041","2016","Mo379","A","2015_178self","178_A_1041","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1078",1078,"178","1042","2016","Mo379","B","2015_178self","178_B_1042","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1079",1079,"178","1043","2016","Mo379","C","2015_178self","178_C_1043","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1080",1080,"178","1044","2016","Mo379","D","2015_178self","178_D_1044","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1081",1081,"179","1045","2016","Mo382","A","2015_179self","179_A_1045","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1082",1082,"179","1046","2016","Mo382","B","2015_179self","179_B_1046","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1083",1083,"179","1047","2016","Mo382","C","2015_179self","179_C_1047","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1084",1084,"179","1048","2016","Mo382","D","2015_179self","179_D_1048","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1085",1085,"179","1049","2016","Mo382","A","2015_179self","179_A_1049","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1086",1086,"179","1050","2016","Mo382","B","2015_179self","179_B_1050","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1087",1087,"179","1051","2016","Mo382","C","2015_179self","179_C_1051","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1088",1088,"179","1052","2016","Mo382","D","2015_179self","179_D_1052","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1089",1089,"179","1053","2016","Mo382","A","2015_179self","179_A_1053","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1090",1090,"179","1054","2016","Mo382","B","2015_179self","179_B_1054","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1091",1091,"179","1055","2016","Mo382","C","2015_179self","179_C_1055","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1092",1092,"179","1056","2016","Mo382","D","2015_179self","179_D_1056","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1093",1093,"182","1057","2016","Mo383","A","2015_182self","182_A_1057","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1094",1094,"182","1058","2016","Mo383","B","2015_182self","182_B_1058","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1095",1095,"182","1059","2016","Mo383","C","2015_182self","182_C_1059","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1096",1096,"182","1060","2016","Mo383","D","2015_182self","182_D_1060","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1097",1097,"182","1061","2016","Mo383","A","2015_182self","182_A_1061","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1098",1098,"182","1062","2016","Mo383","B","2015_182self","182_B_1062","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1099",1099,"182","1063","2016","Mo383","C","2015_182self","182_C_1063","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1100",1100,"182","1064","2016","Mo383","D","2015_182self","182_D_1064","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1101",1101,"182","1065","2016","Mo383","A","2015_182self","182_A_1065","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1102",1102,"182","1066","2016","Mo383","B","2015_182self","182_B_1066","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1103",1103,"182","1067","2016","Mo383","C","2015_182self","182_C_1067","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1104",1104,"182","1068","2016","Mo383","D","2015_182self","182_D_1068","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1105",1105,"183","1069","2016","Mo384","A","2015_183self","183_A_1069","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1106",1106,"183","1070","2016","Mo384","B","2015_183self","183_B_1070","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1107",1107,"183","1071","2016","Mo384","C","2015_183self","183_C_1071","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1108",1108,"183","1072","2016","Mo384","D","2015_183self","183_D_1072","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1109",1109,"183","1073","2016","Mo384","A","2015_183self","183_A_1073","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1110",1110,"183","1074","2016","Mo384","B","2015_183self","183_B_1074","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1111",1111,"183","1075","2016","Mo384","C","2015_183self","183_C_1075","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1112",1112,"183","1076","2016","Mo384","D","2015_183self","183_D_1076","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1113",1113,"183","1077","2016","Mo384","A","2015_183self","183_A_1077","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1114",1114,"183","1078","2016","Mo384","B","2015_183self","183_B_1078","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1115",1115,"183","1079","2016","Mo384","C","2015_183self","183_C_1079","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1116",1116,"183","1080","2016","Mo384","D","2015_183self","183_D_1080","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1117",1117,"186","1081","2016","IBMB73","A","2015_186self","186_A_1081","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1118",1118,"186","1082","2016","IBMB73","B","2015_186self","186_B_1082","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1119",1119,"186","1083","2016","IBMB73","C","2015_186self","186_C_1083","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1120",1120,"186","1084","2016","IBMB73","D","2015_186self","186_D_1084","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1121",1121,"186","1085","2016","IBMB73","A","2015_186self","186_A_1085","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1122",1122,"186","1086","2016","IBMB73","B","2015_186self","186_B_1086","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1123",1123,"186","1087","2016","IBMB73","C","2015_186self","186_C_1087","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1124",1124,"186","1088","2016","IBMB73","D","2015_186self","186_D_1088","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1125",1125,"186","1089","2016","IBMB73","A","2015_186self","186_A_1089","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1126",1126,"186","1090","2016","IBMB73","B","2015_186self","186_B_1090","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1127",1127,"186","1091","2016","IBMB73","C","2015_186self","186_C_1091","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1128",1128,"186","1092","2016","IBMB73","D","2015_186self","186_D_1092","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1141",1141,"188","1193","2016","PH207","A","2015_223","188_A_1193","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1142",1142,"188","1194","2016","PH207","B","2015_223","188_B_1194","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1143",1143,"188","1195","2016","PH207","C","2015_223","188_C_1195","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1144",1144,"188","1196","2016","PH207","D","2015_223","188_D_1196","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1145",1145,"188","1197","2016","PH207","A","2015_223","188_A_1197","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1146",1146,"188","1198","2016","PH207","B","2015_223","188_B_1198","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016","qPCR test1 and allproducts June 18, 2018"
"1147",1147,"188","1199","2016","PH207","C","2015_223","188_C_1199","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1148",1148,"188","1200","2016","PH207","D","2015_223","188_D_1200","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1149",1149,"188","1201","2016","PH207","A","2015_223","188_A_1201","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1150",1150,"188","1202","2016","PH207","B","2015_223","188_B_1202","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1151",1151,"188","1203","2016","PH207","C","2015_223","188_C_1203","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1152",1152,"188","1204","2016","PH207","D","2015_223","188_D_1204","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1153",1153,"190","1205","2016","B73","A","2015_366self","190_A_1205","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1154",1154,"190","1206","2016","B73","B","2015_366self","190_B_1206","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1155",1155,"190","1207","2016","B73","C","2015_366self","190_C_1207","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1156",1156,"190","1208","2016","B73","D","2015_366self","190_D_1208","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1157",1157,"190","1209","2016","B73","A","2015_366self","190_A_1209","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1158",1158,"190","1210","2016","B73","B","2015_366self","190_B_1210","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1159",1159,"190","1211","2016","B73","C","2015_366self","190_C_1211","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1160",1160,"190","1212","2016","B73","D","2015_366self","190_D_1212","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1161",1161,"190","1213","2016","B73","A","2015_366self","190_A_1213","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1162",1162,"190","1214","2016","B73","B","2015_366self","190_B_1214","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1163",1163,"190","1215","2016","B73","C","2015_366self","190_C_1215","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1164",1164,"190","1216","2016","B73","D","2015_366self","190_D_1216","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1165",1165,"191","1217","2016","Mo17","A","O390","191_A_1217","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1166",1166,"191","1218","2016","Mo17","B","O390","191_B_1218","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1167",1167,"191","1219","2016","Mo17","C","O390","191_C_1219","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1168",1168,"191","1220","2016","Mo17","D","O390","191_D_1220","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1169",1169,"191","1221","2016","Mo17","A","O390","191_A_1221","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1170",1170,"191","1222","2016","Mo17","B","O390","191_B_1222","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1171",1171,"191","1223","2016","Mo17","C","O390","191_C_1223","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1172",1172,"191","1224","2016","Mo17","D","O390","191_D_1224","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"1173",1173,"191","1225","2016","Mo17","A","O390","191_A_1225","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1174",1174,"191","1226","2016","Mo17","B","O390","191_B_1226","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1175",1175,"191","1227","2016","Mo17","C","O390","191_C_1227","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1176",1176,"191","1228","2016","Mo17","D","O390","191_D_1228","6/21/16","No","1:00-1:30PM","29-31 C","",""
"1177",1177,"194","1229","2016","B73","A","2015_370self","194_A_1229","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1178",1178,"194","1230","2016","B73","B","2015_370self","194_B_1230","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1179",1179,"194","1231","2016","B73","C","2015_370self","194_C_1231","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1180",1180,"194","1232","2016","B73","D","2015_370self","194_D_1232","6/11/16","No","1:00-3:00 PM","30-34 C","Send to ISU",""
"1181",1181,"194","1233","2016","B73","A","2015_370self","194_A_1233","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1182",1182,"194","1234","2016","B73","B","2015_370self","194_B_1234","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1183",1183,"194","1235","2016","B73","C","2015_370self","194_C_1235","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1184",1184,"194","1236","2016","B73","D","2015_370self","194_D_1236","6/16/16","Yes","1:00-2:30 PM","32-34 C","Send to ISU",""
"1185",1185,"194","1237","2016","B73","A","2015_370self","194_A_1237","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1186",1186,"194","1238","2016","B73","B","2015_370self","194_B_1238","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1187",1187,"194","1239","2016","B73","C","2015_370self","194_C_1239","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1188",1188,"194","1240","2016","B73","D","2015_370self","194_D_1240","6/21/16","No","1:00-1:30PM","29-31 C","Send to ISU",""
"1189",1189,"195","1241","2016","B73","A","2015_386self","195_A_1241","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1190",1190,"195","1242","2016","B73","B","2015_386self","195_B_1242","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"1191",1191,"195","1243","2016","B73","C","2015_386self","195_C_1243","6/11/16","No","1:00-3:00 PM","30-34 C","",""
