Plot,Sample #,Year,Genotype,Replicate,Derivation,Barcode,Date,RNAlater,Time,Temp. in C,Additional Notes:,info about qPCR at ARQ
78,471,2016,Mo061,C,2015_78,78_C_471,6/11/16,No,1:00-3:00 PM,30-34 C,,
78,472,2016,Mo061,D,2015_78,78_D_472,6/11/16,No,1:00-3:00 PM,30-34 C,,
78,473,2016,Mo061,A,2015_78,78_A_473,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
78,474,2016,Mo061,B,2015_78,78_B_474,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
78,475,2016,Mo061,C,2015_78,78_C_475,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
78,476,2016,Mo061,D,2015_78,78_D_476,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
78,477,2016,Mo061,A,2015_78,78_A_477,6/21/16,No,1:00-1:30PM,29-31 C,,
78,478,2016,Mo061,B,2015_78,78_B_478,6/21/16,No,1:00-1:30PM,29-31 C,,
78,479,2016,Mo061,C,2015_78,78_C_479,6/21/16,No,1:00-1:30PM,29-31 C,,
78,480,2016,Mo061,D,2015_78,78_D_480,6/21/16,No,1:00-1:30PM,29-31 C,,
79,481,2016,Mo063,A,2015_79,79_A_481,6/11/16,No,1:00-3:00 PM,30-34 C,,
79,482,2016,Mo063,B,2015_79,79_B_482,6/11/16,No,1:00-3:00 PM,30-34 C,,
79,483,2016,Mo063,C,2015_79,79_C_483,6/11/16,No,1:00-3:00 PM,30-34 C,,
79,484,2016,Mo063,D,2015_79,79_D_484,6/11/16,No,1:00-3:00 PM,30-34 C,,
79,485,2016,Mo063,A,2015_79,79_A_485,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
79,486,2016,Mo063,B,2015_79,79_B_486,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
79,487,2016,Mo063,C,2015_79,79_C_487,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
79,488,2016,Mo063,D,2015_79,79_D_488,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
79,489,2016,Mo063,A,2015_79,79_A_489,6/21/16,No,1:00-1:30PM,29-31 C,,
79,490,2016,Mo063,B,2015_79,79_B_490,6/21/16,No,1:00-1:30PM,29-31 C,,
79,491,2016,Mo063,C,2015_79,79_C_491,6/21/16,No,1:00-1:30PM,29-31 C,,
79,492,2016,Mo063,D,2015_79,79_D_492,6/21/16,No,1:00-1:30PM,29-31 C,,
82,493,2016,B73,A,Q280bulk(greenhouse),82_A_493,6/11/16,No,1:00-3:00 PM,30-34 C,,
82,494,2016,B73,B,Q280bulk(greenhouse),82_B_494,6/11/16,No,1:00-3:00 PM,30-34 C,,
82,495,2016,B73,C,Q280bulk(greenhouse),82_C_495,6/11/16,No,1:00-3:00 PM,30-34 C,,
82,496,2016,B73,D,Q280bulk(greenhouse),82_D_496,6/11/16,No,1:00-3:00 PM,30-34 C,,
82,497,2016,B73,A,Q280bulk(greenhouse),82_A_497,6/16/16,Yes,1:00-2:30 PM,32-34 C,sent to ISU July 2018 plate3,
82,498,2016,B73,B,Q280bulk(greenhouse),82_B_498,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
82,499,2016,B73,C,Q280bulk(greenhouse),82_C_499,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
82,500,2016,B73,D,Q280bulk(greenhouse),82_D_500,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
82,501,2016,B73,A,Q280bulk(greenhouse),82_A_501,6/21/16,No,1:00-1:30PM,29-31 C,,
82,502,2016,B73,B,Q280bulk(greenhouse),82_B_502,6/21/16,No,1:00-1:30PM,29-31 C,,
82,503,2016,B73,C,Q280bulk(greenhouse),82_C_503,6/21/16,No,1:00-1:30PM,29-31 C,,
82,504,2016,B73,D,Q280bulk(greenhouse),82_D_504,6/21/16,No,1:00-1:30PM,29-31 C,,
83,N/A,2016,Mo067,A,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,B,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,C,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,D,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,A,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,B,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,C,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,D,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,A,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,B,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,C,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
83,N/A,2016,Mo067,D,2011_46,N/A,N/A,N/A,N/A,N/A,No plants ,
86,505,2016,Mo074,A,2015_86self,86_A_505,6/11/16,No,1:00-3:00 PM,30-34 C,,
86,506,2016,Mo074,B,2015_86self,86_B_506,6/11/16,No,1:00-3:00 PM,30-34 C,,
86,507,2016,Mo074,C,2015_86self,86_C_507,6/11/16,No,1:00-3:00 PM,30-34 C,,
86,508,2016,Mo074,D,2015_86self,86_D_508,6/11/16,No,1:00-3:00 PM,30-34 C,,
86,509,2016,Mo074,A,2015_86self,86_A_509,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
86,510,2016,Mo074,B,2015_86self,86_B_510,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
86,511,2016,Mo074,C,2015_86self,86_C_511,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
86,512,2016,Mo074,D,2015_86self,86_D_512,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
86,513,2016,Mo074,A,2015_86self,86_A_513,6/21/16,No,1:00-1:30PM,29-31 C,,
86,514,2016,Mo074,B,2015_86self,86_B_514,6/21/16,No,1:00-1:30PM,29-31 C,,
86,515,2016,Mo074,C,2015_86self,86_C_515,6/21/16,No,1:00-1:30PM,29-31 C,,
86,516,2016,Mo074,D,2015_86self,86_D_516,6/21/16,No,1:00-1:30PM,29-31 C,,
87,517,2016,Mo076,A,2015_87self,87_A_517,6/11/16,No,1:00-3:00 PM,30-34 C,,
87,518,2016,Mo076,B,2015_87self,87_B_518,6/11/16,No,1:00-3:00 PM,30-34 C,,
87,519,2016,Mo076,C,2015_87self,87_C_519,6/11/16,No,1:00-3:00 PM,30-34 C,,
87,520,2016,Mo076,D,2015_87self,87_D_520,6/11/16,No,1:00-3:00 PM,30-34 C,,
87,521,2016,Mo076,A,2015_87self,87_A_521,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
87,522,2016,Mo076,B,2015_87self,87_B_522,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
87,523,2016,Mo076,C,2015_87self,87_C_523,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
87,524,2016,Mo076,D,2015_87self,87_D_524,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
87,525,2016,Mo076,A,2015_87self,87_A_525,6/21/16,No,1:00-1:30PM,29-31 C,,
87,526,2016,Mo076,B,2015_87self,87_B_526,6/21/16,No,1:00-1:30PM,29-31 C,,
87,527,2016,Mo076,C,2015_87self,87_C_527,6/21/16,No,1:00-1:30PM,29-31 C,,
87,528,2016,Mo076,D,2015_87self,87_D_528,6/21/16,No,1:00-1:30PM,29-31 C,,
90,529,2016,Mo077,A,2015_90self,90_A_529,6/11/16,No,1:00-3:00 PM,30-34 C,,
90,530,2016,Mo077,B,2015_90self,90_B_530,6/11/16,No,1:00-3:00 PM,30-34 C,,
90,531,2016,Mo077,C,2015_90self,90_C_531,6/11/16,No,1:00-3:00 PM,30-34 C,,
90,532,2016,Mo077,D,2015_90self,90_D_532,6/11/16,No,1:00-3:00 PM,30-34 C,,
90,533,2016,Mo077,A,2015_90self,90_A_533,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
90,534,2016,Mo077,B,2015_90self,90_B_534,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
90,535,2016,Mo077,C,2015_90self,90_C_535,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
90,536,2016,Mo077,D,2015_90self,90_D_536,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
90,537,2016,Mo077,A,2015_90self,90_A_537,6/21/16,No,1:00-1:30PM,29-31 C,,
90,538,2016,Mo077,B,2015_90self,90_B_538,6/21/16,No,1:00-1:30PM,29-31 C,,
90,539,2016,Mo077,C,2015_90self,90_C_539,6/21/16,No,1:00-1:30PM,29-31 C,,
90,540,2016,Mo077,D,2015_90self,90_D_540,6/21/16,No,1:00-1:30PM,29-31 C,,
91,541,2016,Mo079,A,2015_91self,91_A_541,6/11/16,No,1:00-3:00 PM,30-34 C,,
91,542,2016,Mo079,B,2015_91self,91_B_542,6/11/16,No,1:00-3:00 PM,30-34 C,,
91,543,2016,Mo079,C,2015_91self,91_C_543,6/11/16,No,1:00-3:00 PM,30-34 C,,
91,544,2016,Mo079,D,2015_91self,91_D_544,6/11/16,No,1:00-3:00 PM,30-34 C,,
91,545,2016,Mo079,A,2015_91self,91_A_545,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
91,546,2016,Mo079,B,2015_91self,91_B_546,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
91,547,2016,Mo079,C,2015_91self,91_C_547,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
91,548,2016,Mo079,D,2015_91self,91_D_548,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
91,549,2016,Mo079,A,2015_91self,91_A_549,6/21/16,No,1:00-1:30PM,29-31 C,,
91,550,2016,Mo079,B,2015_91self,91_B_550,6/21/16,No,1:00-1:30PM,29-31 C,,
91,551,2016,Mo079,C,2015_91self,91_C_551,6/21/16,No,1:00-1:30PM,29-31 C,,
91,552,2016,Mo079,D,2015_91self,91_D_552,6/21/16,No,1:00-1:30PM,29-31 C,,
94,553,2016,Mo262,A,2015_94self,94_A_553,6/11/16,No,1:00-3:00 PM,30-34 C,,
94,554,2016,Mo262,B,2015_94self,94_B_554,6/11/16,No,1:00-3:00 PM,30-34 C,,
94,555,2016,Mo262,C,2015_94self,94_C_555,6/11/16,No,1:00-3:00 PM,30-34 C,,
94,556,2016,Mo262,D,2015_94self,94_D_556,6/11/16,No,1:00-3:00 PM,30-34 C,,
94,557,2016,Mo262,A,2015_94self,94_A_557,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
94,558,2016,Mo262,B,2015_94self,94_B_558,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
94,559,2016,Mo262,C,2015_94self,94_C_559,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
94,560,2016,Mo262,D,2015_94self,94_D_560,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
94,561,2016,Mo262,A,2015_94self,94_A_561,6/21/16,No,1:00-1:30PM,29-31 C,,
94,562,2016,Mo262,B,2015_94self,94_B_562,6/21/16,No,1:00-1:30PM,29-31 C,,
94,563,2016,Mo262,C,2015_94self,94_C_563,6/21/16,No,1:00-1:30PM,29-31 C,,
94,564,2016,Mo262,D,2015_94self,94_D_564,6/21/16,No,1:00-1:30PM,29-31 C,,
95,565,2016,Mo264,A,2015_95self,95_A_565,6/11/16,No,1:00-3:00 PM,30-34 C,,
95,566,2016,Mo264,B,2015_95self,95_B_566,6/11/16,No,1:00-3:00 PM,30-34 C,,
95,567,2016,Mo264,C,2015_95self,95_C_567,6/11/16,No,1:00-3:00 PM,30-34 C,,
95,568,2016,Mo264,D,2015_95self,95_D_568,6/11/16,No,1:00-3:00 PM,30-34 C,,
95,569,2016,Mo264,A,2015_95self,95_A_569,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
95,570,2016,Mo264,B,2015_95self,95_B_570,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
95,571,2016,Mo264,C,2015_95self,95_C_571,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
95,572,2016,Mo264,D,2015_95self,95_D_572,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
95,573,2016,Mo264,A,2015_95self,95_A_573,6/21/16,No,1:00-1:30PM,29-31 C,,
95,574,2016,Mo264,B,2015_95self,95_B_574,6/21/16,No,1:00-1:30PM,29-31 C,,
95,575,2016,Mo264,C,2015_95self,95_C_575,6/21/16,No,1:00-1:30PM,29-31 C,,
95,576,2016,Mo264,D,2015_95self,95_D_576,6/21/16,No,1:00-1:30PM,29-31 C,,
98,577,2016,Mo265,A,2015_98self,98_A_577,6/11/16,No,1:00-3:00 PM,30-34 C,,
98,578,2016,Mo265,B,2015_98self,98_B_578,6/11/16,No,1:00-3:00 PM,30-34 C,,
98,579,2016,Mo265,C,2015_98self,98_C_579,6/11/16,No,1:00-3:00 PM,30-34 C,,
98,580,2016,Mo265,D,2015_98self,98_D_580,6/11/16,No,1:00-3:00 PM,30-34 C,,
98,581,2016,Mo265,A,2015_98self,98_A_581,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
98,582,2016,Mo265,B,2015_98self,98_B_582,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
98,583,2016,Mo265,C,2015_98self,98_C_583,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
98,584,2016,Mo265,D,2015_98self,98_D_584,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
98,585,2016,Mo265,A,2015_98self,98_A_585,6/21/16,No,1:00-1:30PM,29-31 C,,
98,586,2016,Mo265,B,2015_98self,98_B_586,6/21/16,No,1:00-1:30PM,29-31 C,,
98,587,2016,Mo265,C,2015_98self,98_C_587,6/21/16,No,1:00-1:30PM,29-31 C,,
98,588,2016,Mo265,D,2015_98self,98_D_588,6/21/16,No,1:00-1:30PM,29-31 C,,
99,589,2016,Mo266,A,2015_99self,99_A_589,6/11/16,No,1:00-3:00 PM,30-34 C,,
99,590,2016,Mo266,B,2015_99self,99_B_590,6/11/16,No,1:00-3:00 PM,30-34 C,,
99,591,2016,Mo266,C,2015_99self,99_C_591,6/11/16,No,1:00-3:00 PM,30-34 C,,
99,592,2016,Mo266,D,2015_99self,99_D_592,6/11/16,No,1:00-3:00 PM,30-34 C,,
99,593,2016,Mo266,A,2015_99self,99_A_593,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
99,594,2016,Mo266,B,2015_99self,99_B_594,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
99,595,2016,Mo266,C,2015_99self,99_C_595,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
99,596,2016,Mo266,D,2015_99self,99_D_596,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
99,597,2016,Mo266,A,2015_99self,99_A_597,6/21/16,No,1:00-1:30PM,29-31 C,,
99,598,2016,Mo266,B,2015_99self,99_B_598,6/21/16,No,1:00-1:30PM,29-31 C,,
99,599,2016,Mo266,C,2015_99self,99_C_599,6/21/16,No,1:00-1:30PM,29-31 C,,
99,600,2016,Mo266,D,2015_99self,99_D_600,6/21/16,No,1:00-1:30PM,29-31 C,,
102,601,2016,Mo267,A,2015_102self,102_A_601,6/11/16,No,1:00-3:00 PM,30-34 C,,
102,602,2016,Mo267,B,2015_102self,102_B_602,6/11/16,No,1:00-3:00 PM,30-34 C,,
102,603,2016,Mo267,C,2015_102self,102_C_603,6/11/16,No,1:00-3:00 PM,30-34 C,,
102,604,2016,Mo267,D,2015_102self,102_D_604,6/11/16,No,1:00-3:00 PM,30-34 C,,
102,605,2016,Mo267,A,2015_102self,102_A_605,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
102,606,2016,Mo267,B,2015_102self,102_B_606,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
102,607,2016,Mo267,C,2015_102self,102_C_607,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
102,608,2016,Mo267,D,2015_102self,102_D_608,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
102,609,2016,Mo267,A,2015_102self,102_A_609,6/21/16,No,1:00-1:30PM,29-31 C,,
102,610,2016,Mo267,B,2015_102self,102_B_610,6/21/16,No,1:00-1:30PM,29-31 C,,
102,611,2016,Mo267,C,2015_102self,102_C_611,6/21/16,No,1:00-1:30PM,29-31 C,,
102,612,2016,Mo267,D,2015_102self,102_D_612,6/21/16,No,1:00-1:30PM,29-31 C,,
103,613,2016,Mo269,A,2015_103self,103_A_613,6/11/16,No,1:00-3:00 PM,30-34 C,,
103,614,2016,Mo269,B,2015_103self,103_B_614,6/11/16,No,1:00-3:00 PM,30-34 C,,
103,615,2016,Mo269,C,2015_103self,103_C_615,6/11/16,No,1:00-3:00 PM,30-34 C,,
103,616,2016,Mo269,D,2015_103self,103_D_616,6/11/16,No,1:00-3:00 PM,30-34 C,,
103,617,2016,Mo269,A,2015_103self,103_A_617,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
103,618,2016,Mo269,B,2015_103self,103_B_618,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
103,619,2016,Mo269,C,2015_103self,103_C_619,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
103,620,2016,Mo269,D,2015_103self,103_D_620,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
103,621,2016,Mo269,A,2015_103self,103_A_621,6/21/16,No,1:00-1:30PM,29-31 C,,
103,622,2016,Mo269,B,2015_103self,103_B_622,6/21/16,No,1:00-1:30PM,29-31 C,,
103,623,2016,Mo269,C,2015_103self,103_C_623,6/21/16,No,1:00-1:30PM,29-31 C,,
103,624,2016,Mo269,D,2015_103self,103_D_624,6/21/16,No,1:00-1:30PM,29-31 C,,
106,625,2016,Mo272,A,2015_106self,106_A_625,6/11/16,No,1:00-3:00 PM,30-34 C,,
106,626,2016,Mo272,B,2015_106self,106_B_626,6/11/16,No,1:00-3:00 PM,30-34 C,,
106,627,2016,Mo272,C,2015_106self,106_C_627,6/11/16,No,1:00-3:00 PM,30-34 C,,
106,628,2016,Mo272,D,2015_106self,106_D_628,6/11/16,No,1:00-3:00 PM,30-34 C,,
106,629,2016,Mo272,A,2015_106self,106_A_629,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
106,630,2016,Mo272,B,2015_106self,106_B_630,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
106,631,2016,Mo272,C,2015_106self,106_C_631,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
106,632,2016,Mo272,D,2015_106self,106_D_632,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
106,633,2016,Mo272,A,2015_106self,106_A_633,6/21/16,No,1:00-1:30PM,29-31 C,,
106,634,2016,Mo272,B,2015_106self,106_B_634,6/21/16,No,1:00-1:30PM,29-31 C,,
106,635,2016,Mo272,C,2015_106self,106_C_635,6/21/16,No,1:00-1:30PM,29-31 C,,
106,636,2016,Mo272,D,2015_106self,106_D_636,6/21/16,No,1:00-1:30PM,29-31 C,,
107,637,2016,Mo275,A,2011_61,107_A_637,6/11/16,No,1:00-3:00 PM,30-34 C,,
107,638,2016,Mo275,B,2011_62,107_B_638,6/11/16,No,1:00-3:00 PM,30-34 C,,
107,639,2016,Mo275,C,2011_63,107_C_639,6/11/16,No,1:00-3:00 PM,30-34 C,,
107,640,2016,Mo275,D,2011_64,107_D_640,6/11/16,No,1:00-3:00 PM,30-34 C,,
107,641,2016,Mo275,A,2011_61,107_A_641,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
107,642,2016,Mo275,B,2011_62,107_B_642,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
107,643,2016,Mo275,C,2011_63,107_C_643,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
107,644,2016,Mo275,D,2011_64,107_D_644,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
107,645,2016,Mo275,A,2011_61,107_A_645,6/21/16,No,1:00-1:30PM,29-31 C,,
107,646,2016,Mo275,B,2011_62,107_B_646,6/21/16,No,1:00-1:30PM,29-31 C,,
107,647,2016,Mo275,C,2011_63,107_C_647,6/21/16,No,1:00-1:30PM,29-31 C,,
107,648,2016,Mo275,D,2011_64,107_D_648,6/21/16,No,1:00-1:30PM,29-31 C,,
110,649,2016,Mo276,A,2015_110self,110_A_649,6/11/16,No,1:00-3:00 PM,30-34 C,,
110,650,2016,Mo276,B,2015_110self,110_B_650,6/11/16,No,1:00-3:00 PM,30-34 C,,
110,651,2016,Mo276,C,2015_110self,110_C_651,6/11/16,No,1:00-3:00 PM,30-34 C,,
110,652,2016,Mo276,D,2015_110self,110_D_652,6/11/16,No,1:00-3:00 PM,30-34 C,,
110,653,2016,Mo276,A,2015_110self,110_A_653,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016",
110,654,2016,Mo276,B,2015_110self,110_B_654,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016",
110,655,2016,Mo276,C,2015_110self,110_C_655,6/16/16,Yes,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016",
110,656,2016,Mo276,D,2015_110self,110_D_656,6/16/16,Yes ,1:00-2:30 PM,32-34 C,"sent to ISU Oct 25, 2016",
110,657,2016,Mo276,A,2015_110self,110_A_657,6/21/16,No,1:00-1:30PM,29-31 C,,
110,658,2016,Mo276,B,2015_110self,110_B_658,6/21/16,No,1:00-1:30PM,29-31 C,,
110,659,2016,Mo276,C,2015_110self,110_C_659,6/21/16,No,1:00-1:30PM,29-31 C,,
110,660,2016,Mo276,D,2015_110self,110_D_660,6/21/16,No,1:00-1:30PM,29-31 C,,
111,661,2016,Mo281,A,2015_111self,111_A_661,6/11/16,No,1:00-3:00 PM,30-34 C,,
111,662,2016,Mo281,B,2015_111self,111_B_662,6/11/16,No,1:00-3:00 PM,30-34 C,,
111,663,2016,Mo281,C,2015_111self,111_C_663,6/11/16,No,1:00-3:00 PM,30-34 C,,
111,664,2016,Mo281,D,2015_111self,111_D_664,6/11/16,No,1:00-3:00 PM,30-34 C,,
111,665,2016,Mo281,A,2015_111self,111_A_665,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
111,666,2016,Mo281,B,2015_111self,111_B_666,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
111,667,2016,Mo281,C,2015_111self,111_C_667,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
111,668,2016,Mo281,D,2015_111self,111_D_668,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
111,669,2016,Mo281,A,2015_111self,111_A_669,6/21/16,No,1:00-1:30PM,29-31 C,,
111,670,2016,Mo281,B,2015_111self,111_B_670,6/21/16,No,1:00-1:30PM,29-31 C,,
111,671,2016,Mo281,C,2015_111self,111_C_671,6/21/16,No,1:00-1:30PM,29-31 C,,
111,672,2016,Mo281,D,2015_111self,111_D_672,6/21/16,No,1:00-1:30PM,29-31 C,,
114,673,2016,Mo284,A,2015_114self,114_A_673,6/11/16,No,1:00-3:00 PM,30-34 C,,
114,674,2016,Mo284,B,2015_114self,114_B_674,6/11/16,No,1:00-3:00 PM,30-34 C,,
114,675,2016,Mo284,C,2015_114self,114_C_675,6/11/16,No,1:00-3:00 PM,30-34 C,,
114,676,2016,Mo284,D,2015_114self,114_D_676,6/11/16,No,1:00-3:00 PM,30-34 C,,
114,677,2016,Mo284,A,2015_114self,114_A_677,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
114,678,2016,Mo284,B,2015_114self,114_B_678,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
114,679,2016,Mo284,C,2015_114self,114_C_679,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
114,680,2016,Mo284,D,2015_114self,114_D_680,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
114,681,2016,Mo284,A,2015_114self,114_A_681,6/21/16,No,1:00-1:30PM,29-31 C,,
114,682,2016,Mo284,B,2015_114self,114_B_682,6/21/16,No,1:00-1:30PM,29-31 C,,
114,683,2016,Mo284,C,2015_114self,114_C_683,6/21/16,No,1:00-1:30PM,29-31 C,,
114,684,2016,Mo284,D,2015_114self,114_D_684,6/21/16,No,1:00-1:30PM,29-31 C,,
115,685,2016,Mo287,A,2015_115self,115_A_685,6/11/16,No,1:00-3:00 PM,30-34 C,,
115,686,2016,Mo287,B,2015_115self,115_B_686,6/11/16,No,1:00-3:00 PM,30-34 C,,
115,687,2016,Mo287,C,2015_115self,115_C_687,6/11/16,No,1:00-3:00 PM,30-34 C,,
115,688,2016,Mo287,D,2015_115self,115_D_688,6/11/16,No,1:00-3:00 PM,30-34 C,,
115,689,2016,Mo287,A,2015_115self,115_A_689,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
115,690,2016,Mo287,B,2015_115self,115_B_690,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
115,691,2016,Mo287,C,2015_115self,115_C_691,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
115,692,2016,Mo287,D,2015_115self,115_D_692,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
115,693,2016,Mo287,A,2015_115self,115_A_693,6/21/16,No,1:00-1:30PM,29-31 C,,
115,694,2016,Mo287,B,2015_115self,115_B_694,6/21/16,No,1:00-1:30PM,29-31 C,,
115,695,2016,Mo287,C,2015_115self,115_C_695,6/21/16,No,1:00-1:30PM,29-31 C,,
115,696,2016,Mo287,D,2015_115self,115_D_696,6/21/16,No,1:00-1:30PM,29-31 C,,
118,697,2016,Mo288,A,2015_118self,118_A_697,6/11/16,No,1:00-3:00 PM,30-34 C,,
118,698,2016,Mo288,B,2015_118self,118_B_698,6/11/16,No,1:00-3:00 PM,30-34 C,,
118,699,2016,Mo288,C,2015_118self,118_C_699,6/11/16,No,1:00-3:00 PM,30-34 C,,
118,700,2016,Mo288,D,2015_118self,118_D_700,6/11/16,No,1:00-3:00 PM,30-34 C,,
118,701,2016,Mo288,A,2015_118self,118_A_701,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
118,702,2016,Mo288,B,2015_118self,118_B_702,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
118,703,2016,Mo288,C,2015_118self,118_C_703,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
118,704,2016,Mo288,D,2015_118self,118_D_704,6/16/16,Yes ,1:00-2:30 PM,32-34 C,,
118,705,2016,Mo288,A,2015_118self,118_A_705,6/21/16,No,1:00-1:30PM,29-31 C,,
118,706,2016,Mo288,B,2015_118self,118_B_706,6/21/16,No,1:00-1:30PM,29-31 C,,
118,707,2016,Mo288,C,2015_118self,118_C_707,6/21/16,No,1:00-1:30PM,29-31 C,,
118,708,2016,Mo288,D,2015_118self,118_D_708,6/21/16,No,1:00-1:30PM,29-31 C,,
119,709,2016,Mo296,A,2011_68,119_A_709,6/11/16,No,1:00-3:00 PM,30-34 C,,
119,710,2016,Mo296,B,2011_68,119_B_710,6/11/16,No,1:00-3:00 PM,30-34 C,,
119,711,2016,Mo296,C,2011_68,119_C_711,6/11/16,No,1:00-3:00 PM,30-34 C,,
119,712,2016,Mo296,D,2011_68,119_D_712,6/11/16,No,1:00-3:00 PM,30-34 C,,
119,713,2016,Mo296,A,2011_68,119_A_713,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
119,714,2016,Mo296,B,2011_68,119_B_714,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
119,715,2016,Mo296,C,2011_68,119_C_715,6/16/16,Yes,1:00-2:30 PM,32-34 C,,
